retailer,brand,sku,product,variant,form,material,price,list_price,discount_pct,available,peer_n,price_pctile,role,tees_up_n,tees_up_brands,cheaper_competitors
steinhafels,Flexsteel,238PKG844,Hank Leather 3-Pc. Fully Loaded Zero Gravity Reclining Sofa,946-00 Black / 2 Reclining Seats,Sectional,Leather,4329.89,4810.99,10.0,Y,816,68.8,Mid-ladder,58,Drew & Jonathan Home(13); [MOTO](11); [CHRS](8); [TURQ](5); [LINV](4); Jackson/Catnapper(4); Jonathan Louis(4); [ELRN](3); [SILI](2); [SYNG](1); [KUKA](1); [HOMC](1); Ashley(1),561
steinhafels,Flexsteel,893PKG580,Flexsteel Landon 3-Pc. Leather Fully Loaded Zero Gravity Reclining Sofa,Homerun Dark Brown,Sectional,Leather,4138.99,4138.99,,Y,816,65.8,Mid-ladder,58,Drew & Jonathan Home(13); [MOTO](10); [CHRS](8); [TURQ](5); [LINV](4); Jackson/Catnapper(4); Jonathan Louis(3); [ELRN](2); [KUKA](2); Ashley(2); [SYNG](1); [HOMC](1); La-Z-Boy(1); [SILI](1); [MNDC](1),537
steinhafels,Flexsteel,618PKG066,Flexsteel Landon 3-Pc. Leather Fully Loaded Zero Gravity Reclining Sofa,Homerun Caramel,Sectional,Leather,4331.69,4812.99,10.0,Y,816,68.8,Mid-ladder,58,Drew & Jonathan Home(13); [MOTO](11); [CHRS](8); [TURQ](5); [LINV](4); Jackson/Catnapper(4); Jonathan Louis(4); [ELRN](3); [SILI](2); [SYNG](1); [KUKA](1); [HOMC](1); Ashley(1),561
steinhafels,Flexsteel,241PKG596,Flexsteel London 2-Pc. Sectional,Default Title,Sectional,Fabric,4499.99,4999.99,10.0,Y,816,72.9,Mid-ladder,53,[MOTO](10); Drew & Jonathan Home(9); [CHRS](7); [TURQ](5); [LINV](4); [SILI](3); Jackson/Catnapper(3); Jonathan Louis(3); [ELRN](2); King Hickory(1); [USAP](1); [SYNG](1); [KUKA](1); [HOMC](1); [HHER](1); Ashley(1),595
steinhafels,Flexsteel,505PKG040,Flexsteel Harbor 3-Pc. Fully Loaded Reclining Sofa With Heat and Massage,Default Title,Sectional,Leather,4463.09,4958.99,10.0,Y,816,72.3,Mid-ladder,53,Drew & Jonathan Home(11); [MOTO](10); [CHRS](7); [TURQ](5); [LINV](4); Jackson/Catnapper(3); Jonathan Louis(3); [ELRN](2); [SILI](2); King Hickory(1); [SYNG](1); [KUKA](1); [HOMC](1); [HHER](1); Ashley(1),590
steinhafels,Flexsteel,602327787,Flexsteel MOVE360 Leather Fully Loaded Swivel Recliner,050-01 Dove,Recliner,Leather,1099.99,2499.99,56.0,Y,313,36.1,Mid-ladder,52,La-Z-Boy(11); HomeStretch(6); [MOTO](5); Southern Motion(4); [FRKL](3); [KUKA](3); [VIOL](3); [BARC](3); [CATN](2); [MEGA](2); [SILI](2); [SYNG](2); Best Home Furnishings(2); [CHRS](1); [LINV](1); [USAP](1); [TURQ](1),113
steinhafels,Flexsteel,735PKG421,Hank Leather 3-Pc. Fully Loaded Zero Gravity Reclining Sofa,946-70 Burnt Umber / 2 Reclining Seats,Sectional,Leather,4810.99,4810.99,,Y,816,77.9,Premium anchor,42,Drew & Jonathan Home(8); [MOTO](6); [LINV](5); [CHRS](5); [SILI](4); [TURQ](4); King Hickory(2); [ELRN](2); Jonathan Louis(2); [USAP](1); [KUKA](1); [HHER](1); Jackson/Catnapper(1),636
steinhafels,Flexsteel,619PKG738,Flexsteel Landon 3-Pc. Leather Fully Loaded Zero Gravity Reclining Sofa,Homerun Charcoal,Sectional,Leather,4812.99,4812.99,,Y,816,78.2,Premium anchor,42,Drew & Jonathan Home(8); [MOTO](6); [LINV](5); [CHRS](5); [SILI](4); [TURQ](4); King Hickory(2); [ELRN](2); Jonathan Louis(2); [USAP](1); [KUKA](1); [HHER](1); Jackson/Catnapper(1),638
steinhafels,Flexsteel,786PKG226,Flexsteel Landon 3-Pc. Leather Fully Loaded Zero Gravity Reclining Sofa,Homerun Dark Brown,Sectional,Leather,4812.99,4812.99,,Y,816,78.2,Premium anchor,42,Drew & Jonathan Home(8); [MOTO](6); [LINV](5); [CHRS](5); [SILI](4); [TURQ](4); King Hickory(2); [ELRN](2); Jonathan Louis(2); [USAP](1); [KUKA](1); [HHER](1); Jackson/Catnapper(1),638
steinhafels,Flexsteel,404Z94086,Briar Swivel Glider Recliner,Default Title,Recliner,Unspecified,1399.99,1555.54,10.0,Y,313,62.6,Mid-ladder,38,La-Z-Boy(8); HomeStretch(6); [SILI](4); Southern Motion(2); [BARC](2); [VIOL](2); Ashley(2); [FRKL](2); [SYNG](2); [OMNA](2); [HOKR](1); [ELRN](1); [KUKA](1); Best Home Furnishings(1); [CATN](1); Natuzzi(1),196
steinhafels,Flexsteel,998PKG883,Hank Leather 3-Pc. Fully Loaded Zero Gravity Reclining Sofa,946-00 Black / 3 Reclining Seats,Sectional,Leather,5081.99,5081.99,,Y,816,81.0,Premium anchor,38,Drew & Jonathan Home(7); [SILI](5); [LINV](4); [MOTO](4); King Hickory(3); [CHRS](3); [TURQ](3); [USAP](2); [ELRN](2); Jonathan Louis(2); [KUKA](1); [HHER](1); Jackson/Catnapper(1),661
steinhafels,Flexsteel,669PKG995,Hank Leather 3-Pc. Fully Loaded Zero Gravity Reclining Sofa,946-71 Burnt Umber / 3 Reclining Seats,Sectional,Leather,5081.99,5081.99,,Y,816,81.0,Premium anchor,38,Drew & Jonathan Home(7); [SILI](5); [LINV](4); [MOTO](4); King Hickory(3); [CHRS](3); [TURQ](3); [USAP](2); [ELRN](2); Jonathan Louis(2); [KUKA](1); [HHER](1); Jackson/Catnapper(1),661
steinhafels,Flexsteel,542Z78464,Flexsteel Main Street Sofa,Default Title,Sofa,Unspecified,1499.99,2555.54,41.3,Y,433,36.7,Mid-ladder,37,Jonathan Louis(8); Drew & Jonathan Home(8); [VIOL](5); [KUKA](2); [LINV](2); [SILI](2); HomeStretch(1); Natuzzi(1); [CATN](1); [WASH](1); [SYNG](1); [USAP](1); [FUSN](1); Ashley(1); Bassett(1); Jackson/Catnapper(1),159
steinhafels,Flexsteel,210Z58722,Flexsteel MOVE360 Leather Fully Loaded Swivel Recliner,050-40 Ocean,Recliner,Leather,1499.99,2499.99,40.0,Y,313,66.1,Mid-ladder,36,La-Z-Boy(7); HomeStretch(6); [SILI](3); [HOKR](2); [BARC](2); [VIOL](2); Ashley(2); [OMNA](2); Bassett(1); [FRKL](1); Southern Motion(1); [ELRN](1); [KUKA](1); Best Home Furnishings(1); [SYNG](1); [CATN](1); [MOTO](1); Natuzzi(1),207
steinhafels,Flexsteel,430288375,Flexsteel MOVE360 Leather Fully Loaded Swivel Recliner,050-70 Chocolate,Recliner,Leather,1499.99,2499.99,40.0,Y,313,66.1,Mid-ladder,36,La-Z-Boy(7); HomeStretch(6); [SILI](3); [HOKR](2); [BARC](2); [VIOL](2); Ashley(2); [OMNA](2); Bassett(1); [FRKL](1); Southern Motion(1); [ELRN](1); [KUKA](1); Best Home Furnishings(1); [SYNG](1); [CATN](1); [MOTO](1); Natuzzi(1),207
steinhafels,Flexsteel,442855143,Flexsteel Westside Sofa,Default Title,Sofa,Unspecified,2299.99,2555.54,10.0,Y,433,74.6,Mid-ladder,35,La-Z-Boy(5); Drew & Jonathan Home(4); [SILI](3); Ashley(2); HomeStretch(2); [USAP](2); Jonathan Louis(2); [HHER](1); [LINV](1); [CATN](1); [MOTO](1); Natuzzi(1); [FUSN](1); [KUKA](1); [OMNA](1); [VIOL](1); [MNDC](1); [SYNG](1); Southern Motion(1); King Hickory(1); [POLY](1); Bassett(1),323
steinhafels,Flexsteel,347Z63949,Shawna Power Headrest Reclining Sofa With Drop Down Table,549-01 Silver Lining,Sofa,Unspecified,2399.99,2666.65,10.0,Y,433,76.2,Premium anchor,34,Drew & Jonathan Home(4); [SILI](4); King Hickory(3); Ashley(2); La-Z-Boy(2); HomeStretch(2); [USAP](2); [SYNG](2); [HHER](1); [LINV](1); [CATN](1); Natuzzi(1); [FUSN](1); Jonathan Louis(1); [KUKA](1); [OMNA](1); [VIOL](1); [MNDC](1); Southern Motion(1); [POLY](1); Bassett(1),330
steinhafels,Flexsteel,559Z46219,Flexsteel Loretta Sofa,Default Title,Sofa,Unspecified,1999.99,3555.54,43.8,Y,433,60.0,Mid-ladder,34,Drew & Jonathan Home(6); La-Z-Boy(4); Jonathan Louis(4); Jackson/Catnapper(3); Ashley(3); [MNDC](2); [FUSN](2); [SILI](2); [CATN](1); [MOTO](1); HomeStretch(1); [OMNA](1); [TURQ](1); Southern Motion(1); [POLY](1); Bassett(1),260
steinhafels,Flexsteel,669Z19339,Flexsteel Digby Sofa,Default Title,Sofa,Unspecified,2199.99,2444.43,10.0,Y,433,73.0,Mid-ladder,31,Ashley(5); La-Z-Boy(5); Drew & Jonathan Home(2); HomeStretch(2); Jonathan Louis(2); [HHER](1); [CATN](1); [MOTO](1); Natuzzi(1); [USAP](1); [FUSN](1); [KUKA](1); [OMNA](1); [VIOL](1); [TURQ](1); [MNDC](1); Southern Motion(1); [SILI](1); [POLY](1); Bassett(1),316
steinhafels,Flexsteel,361Z76226,Flexsteel Morgan Power Recliner,Default Title,Recliner,Unspecified,1549.99,1722.21,10.0,Y,313,70.0,Mid-ladder,29,La-Z-Boy(7); HomeStretch(6); [HOKR](2); [SILI](2); [OMNA](2); Bassett(1); [FRKL](1); [ELRN](1); Best Home Furnishings(1); [SYNG](1); [CATN](1); [MOTO](1); [VIOL](1); Natuzzi(1); Ashley(1),219
steinhafels,Flexsteel,958123024,Shawna Power Headrest Reclining Sofa With Drop Down Table,386-70 Brown,Sofa,Unspecified,2666.65,2666.65,,Y,433,80.8,Premium anchor,28,King Hickory(6); Drew & Jonathan Home(4); [SILI](4); Ashley(2); HomeStretch(2); [USAP](2); La-Z-Boy(2); [SYNG](2); [LINV](1); Bassett(1); Jonathan Louis(1); [OMNA](1),350
steinhafels,Flexsteel,496680888,Flexsteel Wrenn Leather Fully Loaded Zero Gravity Reclining Loveseat,Raven,Loveseat,Leather,1299.99,3399.99,61.8,Y,241,39.0,Mid-ladder,26,[CHRS](5); [VIOL](3); HomeStretch(2); [KUKA](2); Drew & Jonathan Home(2); [MNDC](2); [SILI](1); [MOTO](1); [FUSN](1); [CATN](1); Natuzzi(1); [OMNA](1); [USAP](1); [PEAK](1); Jackson/Catnapper(1); Southern Motion(1),94
steinhafels,Flexsteel,209ZPKG20,Flexsteel London 3-Pc. Sectional,Left-Facing,Sectional,Fabric,5599.99,6222.21,10.0,Y,816,88.4,Premium anchor,26,[SILI](8); King Hickory(5); Drew & Jonathan Home(3); [LINV](3); [USAP](2); [ELRN](2); [HHER](1); [TURQ](1); [MOTO](1),721
steinhafels,Flexsteel,221893067,Flexsteel Loretta Loveseat,Default Title,Loveseat,Unspecified,1699.99,3499.99,51.4,Y,241,55.6,Mid-ladder,26,[SILI](4); Drew & Jonathan Home(4); [LINV](3); Southern Motion(2); La-Z-Boy(2); HomeStretch(2); [VIOL](2); [FRKL](1); Natuzzi(1); [TURQ](1); Bassett(1); [CATN](1); Ashley(1); [KUKA](1),134
steinhafels,Flexsteel,815440822,Flexsteel Digby Loveseat,Default Title,Loveseat,Unspecified,2099.99,2333.32,10.0,Y,241,72.2,Mid-ladder,25,HomeStretch(4); La-Z-Boy(3); Southern Motion(2); [HOMC](2); [OMNA](2); [USAP](2); [SILI](1); Natuzzi(1); [TURQ](1); [MOTO](1); King Hickory(1); [KUKA](1); Drew & Jonathan Home(1); [CATN](1); [LINV](1); [SYNG](1),174
steinhafels,Flexsteel,822QPKG91,Flexsteel London 3-Pc. Sectional,Right-Facing,Sectional,Fabric,6222.21,6222.21,,Y,816,93.0,Premium anchor,25,[SILI](8); King Hickory(6); [MOTO](3); [HHER](3); [USAP](2); [OMNA](1); [TURQ](1); [ELRN](1),759
steinhafels,Flexsteel,113245342,Flexsteel Wrenn Leather Fully Loaded Zero Gravity Reclining Console Loveseat,Raven,Loveseat,Leather,1728.53,3444.43,49.8,Y,241,56.8,Mid-ladder,25,[SILI](4); Drew & Jonathan Home(4); [LINV](3); Southern Motion(2); La-Z-Boy(2); HomeStretch(2); [FRKL](1); Natuzzi(1); [TURQ](1); Bassett(1); [CATN](1); [VIOL](1); Ashley(1); [KUKA](1),137
steinhafels,Flexsteel,435068800,Shawna Power Headrest Reclining Loveseat,386-70 Brown,Loveseat,Unspecified,2285.99,2539.99,10.0,Y,241,75.9,Premium anchor,24,[SILI](4); La-Z-Boy(3); King Hickory(3); Southern Motion(2); HomeStretch(2); [HOMC](2); [OMNA](2); [USAP](2); [MOTO](1); [KUKA](1); [CATN](1); [SYNG](1),183
steinhafels,Flexsteel,141446695,Shawna Power Headrest Reclining Loveseat,549-01 Silver Lining,Loveseat,Unspecified,2285.99,2539.99,10.0,Y,241,75.9,Premium anchor,24,[SILI](4); La-Z-Boy(3); King Hickory(3); Southern Motion(2); HomeStretch(2); [HOMC](2); [OMNA](2); [USAP](2); [MOTO](1); [KUKA](1); [CATN](1); [SYNG](1),183
steinhafels,Flexsteel,550039726,Flexsteel Westside Loveseat,Default Title,Loveseat,Unspecified,2249.99,2499.99,10.0,Y,241,75.9,Premium anchor,24,[SILI](4); La-Z-Boy(3); King Hickory(3); Southern Motion(2); HomeStretch(2); [HOMC](2); [OMNA](2); [USAP](2); [MOTO](1); [KUKA](1); [CATN](1); [SYNG](1),183
steinhafels,Flexsteel,696589848,Flexsteel Main Street Loveseat,Default Title,Loveseat,Unspecified,1400.0,2499.99,44.0,Y,241,45.2,Mid-ladder,23,[VIOL](4); [CHRS](3); [LINV](2); [CATN](2); [KUKA](2); Drew & Jonathan Home(2); HomeStretch(1); [FUSN](1); Natuzzi(1); [OMNA](1); [SILI](1); [USAP](1); [MNDC](1); Jackson/Catnapper(1),109
steinhafels,Flexsteel,688884111,Flexsteel Landon Leather Zero Gravity Fully Loaded Reclining Sofa,Homerun Dark Brown,Sofa,Leather,3099.99,3444.43,10.0,Y,433,87.3,Premium anchor,21,King Hickory(8); [OMNA](7); [HOMC](2); Bassett(2); [MOTO](1); La-Z-Boy(1),378
steinhafels,Flexsteel,294Z86560,Flexsteel Landon Leather Zero Gravity Fully Loaded Reclining Sofa,Homerun Charcoal,Sofa,Leather,3099.99,3444.43,10.0,Y,433,87.3,Premium anchor,21,King Hickory(8); [OMNA](7); [HOMC](2); Bassett(2); [MOTO](1); La-Z-Boy(1),378
steinhafels,Flexsteel,698005010,Flexsteel Landon Leather Zero Gravity Fully Loaded Reclining Sofa,Homerun Caramel,Sofa,Leather,3099.99,3444.43,10.0,Y,433,87.3,Premium anchor,21,King Hickory(8); [OMNA](7); [HOMC](2); Bassett(2); [MOTO](1); La-Z-Boy(1),378
slumberland,Flexsteel,QK1103778,Eleanora Loveseat,Blue,Loveseat,Unspecified,2479.99,2979.99,16.8,Y,209,79.4,Premium anchor,20,La-Z-Boy(8); Southern Motion(5); Stone & Leigh Upholstery(3); Man-Wah Cheers(2); Slumberland(1); Ashley(1),166
slumberland,Flexsteel,QK1103793,Finley Loveseat,Timber,Loveseat,Unspecified,2179.99,2679.99,18.7,Y,209,73.7,Mid-ladder,19,La-Z-Boy(9); Southern Motion(5); Man-Wah Cheers(2); Franklin(1); Ashley(1); Stone & Leigh Upholstery(1),154
steinhafels,Flexsteel,560Z83830,Shawna Power Headrest Swivel Glider Recliner,386-70 Brown,Recliner,Unspecified,1628.99,1809.99,10.0,Y,313,75.1,Premium anchor,19,La-Z-Boy(6); HomeStretch(3); [HOKR](1); Bassett(1); [FRKL](1); Best Home Furnishings(1); [CATN](1); [MOTO](1); [VIOL](1); Natuzzi(1); Ashley(1); [ELRN](1),235
steinhafels,Flexsteel,377Z78149,Shawna Power Headrest Swivel Glider Recliner,549-01 Silver Lining,Recliner,Unspecified,1628.99,1809.99,10.0,Y,313,75.1,Premium anchor,19,La-Z-Boy(6); HomeStretch(3); [HOKR](1); Bassett(1); [FRKL](1); Best Home Furnishings(1); [CATN](1); [MOTO](1); [VIOL](1); Natuzzi(1); Ashley(1); [ELRN](1),235
steinhafels,Flexsteel,996349546,Flexsteel Hank Leather Fully Loaded Zero Gravity Reclining Sofa With Drop Down Table,946-00 Black,Sofa,Leather,3333.32,3333.32,,Y,433,88.2,Premium anchor,19,King Hickory(7); [OMNA](7); [HOMC](2); [MOTO](1); [HHER](1); Bassett(1),382
steinhafels,Flexsteel,865Z52976,Flexsteel Hank Leather Fully Loaded Zero Gravity Reclining Sofa With Drop Down Table,946-71 Burnt Umber,Sofa,Leather,3333.32,3333.32,,Y,433,88.2,Premium anchor,19,King Hickory(7); [OMNA](7); [HOMC](2); [MOTO](1); [HHER](1); Bassett(1),382
steinhafels,Flexsteel,358Z26637,Catalina Power Headrest Reclining Sofa,Default Title,Sofa,Unspecified,3299.99,3666.66,10.0,Y,433,87.8,Premium anchor,19,King Hickory(7); [OMNA](7); [HOMC](2); [MOTO](1); [HHER](1); Bassett(1),380
steinhafels,Flexsteel,670Z37426,Flexsteel Landon Leather Zero Gravity Fully Loaded Recliner,Homerun Charcoal,Recliner,Leather,2024.99,2249.99,10.0,Y,313,81.5,Premium anchor,18,[IMGN](3); [CORE](2); La-Z-Boy(2); Bassett(2); [USAP](2); [ELRN](2); [HOKR](2); [SILI](1); [MEGA](1); King Hickory(1),255
steinhafels,Flexsteel,694Z90619,Flexsteel Score Fully Loaded Recliner,Default Title,Recliner,Unspecified,2049.99,2277.77,10.0,Y,313,81.5,Premium anchor,18,[IMGN](3); [CORE](2); La-Z-Boy(2); Bassett(2); [USAP](2); [ELRN](2); [HOKR](2); [SILI](1); [MEGA](1); King Hickory(1),255
steinhafels,Flexsteel,823Z55227,Atticus Power Headrest Rocker Recliner,Default Title,Recliner,Fabric,1849.99,2055.54,10.0,Y,313,79.2,Premium anchor,17,La-Z-Boy(3); [HOKR](2); Bassett(2); [USAP](2); [ELRN](2); [SILI](1); [MEGA](1); [CORE](1); King Hickory(1); [MOTO](1); Ashley(1),248
steinhafels,Flexsteel,929995603,Flexsteel Landon Leather Zero Gravity Fully Loaded Recliner,Homerun Dark Brown,Recliner,Leather,2249.99,2249.99,,Y,313,83.1,Premium anchor,17,[IMGN](6); [CORE](2); Bassett(2); [ELRN](2); King Hickory(1); [MEGA](1); [HOKR](1); [USAP](1); La-Z-Boy(1),260
steinhafels,Flexsteel,874449121,Flexsteel Landon Leather Zero Gravity Fully Loaded Recliner,Homerun Caramel,Recliner,Leather,2249.99,2249.99,,Y,313,83.1,Premium anchor,17,[IMGN](6); [CORE](2); Bassett(2); [ELRN](2); King Hickory(1); [MEGA](1); [HOKR](1); [USAP](1); La-Z-Boy(1),260
steinhafels,Flexsteel,147295773,Flexsteel Dutchess Leather Fully Loaded Recliner,Floretine 562-80 Cortado,Recliner,Leather,2069.99,2299.99,10.0,Y,313,82.1,Premium anchor,17,[IMGN](3); [CORE](2); La-Z-Boy(2); Bassett(2); [USAP](2); [HOKR](2); [SILI](1); [MEGA](1); King Hickory(1); [ELRN](1),257
steinhafels,Flexsteel,151Z71706,Flexsteel Dutchess Leather Fully Loaded Recliner,Floretine 562-82 Desert,Recliner,Leather,2069.99,2299.99,10.0,Y,313,82.1,Premium anchor,17,[IMGN](3); [CORE](2); La-Z-Boy(2); Bassett(2); [USAP](2); [HOKR](2); [SILI](1); [MEGA](1); King Hickory(1); [ELRN](1),257
steinhafels,Flexsteel,340526114,Flexsteel Oscar Fully Loaded Recliner,Light Brown,Recliner,Unspecified,2149.99,2388.88,10.0,Y,313,82.4,Premium anchor,17,[IMGN](4); [CORE](2); Bassett(2); [USAP](2); [HOKR](2); [SILI](1); [MEGA](1); King Hickory(1); [ELRN](1); La-Z-Boy(1),258
steinhafels,Flexsteel,102233789,Flexsteel Landon Leather Fully Loaded Swivel Recliner With Heat and Massage,Homerun Dark Brown,Recliner,Leather,2132.99,2369.99,10.0,Y,313,82.4,Premium anchor,17,[IMGN](4); [CORE](2); Bassett(2); [USAP](2); [HOKR](2); [SILI](1); [MEGA](1); King Hickory(1); [ELRN](1); La-Z-Boy(1),258
steinhafels,Flexsteel,703261323,Flexsteel Landon Leather Fully Loaded Swivel Recliner With Heat and Massage,Homerun Caramel,Recliner,Leather,2132.99,2369.99,10.0,Y,313,82.4,Premium anchor,17,[IMGN](4); [CORE](2); Bassett(2); [USAP](2); [HOKR](2); [SILI](1); [MEGA](1); King Hickory(1); [ELRN](1); La-Z-Boy(1),258
slumberland,Flexsteel,QK1101561,Refined Swivel Power Recliner,Pewter,Recliner,Leather,1599.99,2349.99,31.9,Y,235,82.6,Premium anchor,16,La-Z-Boy(7); Southern Motion(7); Ashley(1); Ultra Comfort(1),194
slumberland,Flexsteel,QK1101562,Refined Swivel Power Recliner,Cocoa,Recliner,Leather,1599.99,2349.99,31.9,Y,235,82.6,Premium anchor,16,La-Z-Boy(7); Southern Motion(7); Ashley(1); Ultra Comfort(1),194
steinhafels,Flexsteel,126Z41385,Flexsteel Hank Leather Fully Loaded Zero Gravity Recliner,946-71 Burnt Umber,Recliner,Leather,1979.99,2199.99,10.0,Y,313,81.5,Premium anchor,16,[IMGN](3); [CORE](2); La-Z-Boy(2); [USAP](2); [ELRN](2); [SILI](1); [MEGA](1); King Hickory(1); Bassett(1); [HOKR](1),255
steinhafels,Flexsteel,965Z58567,Flexsteel Hank Leather Fully Loaded Zero Gravity Recliner,946-00 Black,Recliner,Leather,2199.99,2199.99,,Y,313,82.4,Premium anchor,16,[IMGN](5); [CORE](2); Bassett(2); [HOKR](2); King Hickory(1); [MEGA](1); [ELRN](1); [USAP](1); La-Z-Boy(1),258
steinhafels,Flexsteel,714Z39275,Flexsteel Digby Push Back Recliner,Default Title,Recliner,Unspecified,1999.99,2222.21,10.0,Y,313,81.5,Premium anchor,16,[IMGN](3); [CORE](2); La-Z-Boy(2); [USAP](2); [ELRN](2); [SILI](1); [MEGA](1); King Hickory(1); Bassett(1); [HOKR](1),255
