date,series,value
1890-07-25,france,0.3819
1890-07-25,russia,1.2282
1890-08-01,france,0.3732
1890-08-01,russia,1.2342
1890-08-08,france,0.3295
1890-08-08,russia,1.217
1890-08-15,france,0.3232
1890-08-15,russia,1.2009
1890-08-22,france,0.3173
1890-08-22,russia,1.1805
1890-08-29,france,0.319
1890-08-29,russia,1.1704
1890-09-05,france,0.2588
1890-09-05,russia,1.1555
1890-09-12,france,0.2623
1890-09-12,russia,1.1443
1890-09-19,france,0.2858
1890-09-19,russia,1.1304
1890-09-26,france,0.2341
1890-09-26,russia,1.1177
1890-10-03,france,0.2668
1890-10-03,russia,1.1624
1890-10-10,france,0.2766
1890-10-10,russia,1.1738
1890-10-17,france,0.3015
1890-10-17,russia,1.1859
1890-10-24,france,0.2731
1890-10-24,russia,1.1897
1890-10-31,france,0.2844
1890-10-31,russia,1.1754
1890-11-07,france,0.2429
1890-11-07,russia,1.1704
1890-11-14,france,0.2165
1890-11-14,russia,1.1548
1890-11-21,france,0.2757
1890-11-21,russia,1.1869
1890-11-28,france,0.3069
1890-11-28,russia,1.2356
1890-12-05,france,0.2768
1890-12-05,russia,1.186
1890-12-12,france,0.2505
1890-12-12,russia,1.1786
1890-12-19,france,0.275
1890-12-19,russia,1.1506
1890-12-26,france,0.2858
1890-12-26,russia,1.2021
1891-01-02,france,0.2917
1891-01-02,russia,1.1963
1891-01-09,france,0.2945
1891-01-09,russia,1.2178
1891-01-16,france,0.3222
1891-01-16,russia,1.2368
1891-01-23,france,0.312
1891-01-23,russia,1.2229
1891-01-30,france,0.3156
1891-01-30,russia,1.2061
1891-02-06,france,0.3225
1891-02-06,russia,1.1996
1891-02-13,france,0.3062
1891-02-13,russia,1.1823
1891-02-20,france,0.3038
1891-02-20,russia,1.1722
1891-02-27,france,0.317
1891-02-27,russia,1.175
1891-03-06,france,0.2855
1891-03-06,russia,1.1466
1891-03-13,france,0.3137
1891-03-13,russia,1.1649
1891-03-20,france,0.3197
1891-03-20,russia,1.1476
1891-03-27,france,0.3172
1891-03-27,russia,1.1476
1891-04-03,france,0.3048
1891-04-03,russia,1.1907
1891-04-10,france,0.3098
1891-04-10,russia,1.1907
1891-04-17,france,0.3041
1891-04-17,russia,1.1731
1891-04-24,france,0.3008
1891-04-24,russia,1.1758
1891-05-01,france,0.2896
1891-05-01,russia,1.1646
1891-05-08,france,0.3149
1891-05-08,russia,1.2725
1891-05-15,france,0.3307
1891-05-15,russia,1.2649
1891-05-22,france,0.3365
1891-05-22,russia,1.273
1891-05-29,france,0.311
1891-05-29,russia,1.2305
1891-06-05,france,0.2559
1891-06-05,russia,1.1738
1891-06-12,france,0.2474
1891-06-12,russia,1.1469
1891-06-19,france,0.2658
1891-06-19,russia,1.1431
1891-06-26,france,0.275
1891-06-26,russia,1.1506
1891-07-03,france,0.2991
1891-07-03,russia,1.256
1891-07-10,france,0.2871
1891-07-10,russia,1.2417
1891-07-17,france,0.2754
1891-07-17,russia,1.2267
1891-07-24,france,0.2726
1891-07-24,russia,1.241
1891-07-31,france,0.2856
1891-07-31,russia,1.2768
1891-08-07,france,0.2879
1891-08-07,russia,1.2523
1891-08-14,france,0.2941
1891-08-14,russia,1.3095
1891-08-21,france,0.2825
1891-08-21,russia,1.2805
1891-08-28,france,0.2784
1891-08-28,russia,1.2805
1891-09-04,france,0.2333
1891-09-04,russia,1.2116
1891-09-11,france,0.2195
1891-09-11,russia,1.17
1891-09-18,france,0.2481
1891-09-18,russia,1.1907
1891-09-25,france,0.2169
1891-09-25,russia,1.1689
1891-10-02,france,0.2196
1891-10-02,russia,1.2175
1891-10-09,france,0.2281
1891-10-09,russia,1.2465
1891-10-16,france,0.2284
1891-10-16,russia,1.2328
1891-10-23,france,0.2398
1891-10-23,russia,1.2975
1891-10-30,france,0.2333
1891-10-30,russia,1.3419
1891-11-06,france,0.2544
1891-11-06,russia,1.4375
1891-11-13,france,0.2741
1891-11-13,russia,1.5573
1891-11-20,france,0.2967
1891-11-20,russia,1.5145
1891-11-27,france,0.2646
1891-11-27,russia,1.4527
1891-12-04,france,0.2468
1891-12-04,russia,1.3738
1891-12-11,france,0.2474
1891-12-11,russia,1.3551
1891-12-18,france,0.2663
1891-12-18,russia,1.3327
1891-12-25,france,0.2679
1891-12-25,russia,1.3161
1892-01-01,france,0.277
1892-01-01,russia,1.3494
1892-01-08,france,0.2738
1892-01-08,russia,1.3908
1892-01-15,france,0.2846
1892-01-15,russia,1.4385
1892-01-22,france,0.2788
1892-01-22,russia,1.4155
1892-01-29,france,0.2751
1892-01-29,russia,1.4003
1892-02-05,france,0.2655
1892-02-05,russia,1.3795
1892-02-12,france,0.2694
1892-02-12,russia,1.4423
1892-02-19,france,0.2608
1892-02-19,russia,1.4328
1892-02-26,france,0.2662
1892-02-26,russia,1.4672
1892-03-04,france,0.2376
1892-03-04,russia,1.4003
1892-03-11,france,0.2346
1892-03-11,russia,1.3964
1892-03-18,france,0.2518
1892-03-18,russia,1.456
1892-03-25,france,0.2405
1892-03-25,russia,1.4098
1892-04-01,france,0.242
1892-04-01,russia,1.4497
1892-04-08,france,0.2441
1892-04-08,russia,1.4361
1892-04-15,france,0.2441
1892-04-15,russia,1.4592
1892-04-22,france,0.2518
1892-04-22,russia,1.4341
1892-04-29,france,0.256
1892-04-29,russia,1.4129
1892-05-06,france,0.2602
1892-05-06,russia,1.3717
1892-05-13,france,0.2637
1892-05-13,russia,1.3714
1892-05-20,france,0.2498
1892-05-20,russia,1.3336
1892-05-27,france,0.2432
1892-05-27,russia,1.3104
1892-06-03,france,0.2132
1892-06-03,russia,1.285
1892-06-10,france,0.1928
1892-06-10,russia,1.2923
1892-06-17,france,0.1643
1892-06-17,russia,1.2639
1892-06-24,france,0.1705
1892-06-24,russia,1.283
1892-07-01,france,0.1962
1892-07-01,russia,1.3388
1892-07-08,france,0.1941
1892-07-08,russia,1.3848
1892-07-15,france,0.2207
1892-07-15,russia,1.381
1892-07-22,france,0.2153
1892-07-22,russia,1.3425
1892-07-29,france,0.2153
1892-07-29,russia,1.3534
1892-08-05,france,0.1907
1892-08-05,russia,1.337
1892-08-12,france,0.1837
1892-08-12,russia,1.3298
1892-08-19,france,0.1782
1892-08-19,russia,1.312
1892-08-26,france,0.1782
1892-08-26,russia,1.3227
1892-09-02,france,0.1516
1892-09-02,russia,1.2867
1892-09-09,france,0.1478
1892-09-09,russia,1.2728
1892-09-23,france,0.1716
1892-09-23,russia,1.245
1892-09-30,france,0.1724
1892-09-30,russia,1.2347
1892-10-07,france,0.1873
1892-10-07,russia,1.2801
1892-10-14,france,0.1941
1892-10-14,russia,1.2748
1892-10-21,france,0.187
1892-10-21,russia,1.2691
1892-10-28,france,0.1855
1892-10-28,russia,1.3064
1892-11-04,france,0.1997
1892-11-04,russia,1.303
1892-11-11,france,0.1858
1892-11-11,russia,1.2906
1892-11-18,france,0.1976
1892-11-18,russia,1.2821
1892-11-25,france,0.1936
1892-11-25,russia,1.2752
1892-12-02,france,0.1924
1892-12-02,russia,1.2691
1892-12-09,france,0.1751
1892-12-09,russia,1.2265
1892-12-16,france,0.1887
1892-12-16,russia,1.2316
1892-12-23,france,0.2246
1892-12-23,russia,1.2214
1892-12-30,france,0.3047
1892-12-30,russia,1.2895
1893-01-06,france,0.3763
1893-01-06,russia,1.3425
1893-01-13,france,0.3553
1893-01-13,russia,1.3159
1893-01-20,france,0.3187
1893-01-20,russia,1.2879
1893-01-27,france,0.3029
1893-01-27,russia,1.2862
1893-02-03,france,0.2693
1893-02-03,russia,1.2742
1893-02-10,france,0.2869
1893-02-10,russia,1.2712
1893-02-17,france,0.2636
1893-02-17,russia,1.2388
1893-02-24,france,0.276
1893-02-24,russia,1.2439
1893-03-03,france,0.267
1893-03-03,russia,1.2333
1893-03-10,france,0.2669
1893-03-10,russia,1.2211
1893-03-17,france,0.299
1893-03-17,russia,1.2348
1893-03-24,france,0.2799
1893-03-24,russia,1.2125
1893-03-31,france,0.31
1893-03-31,russia,1.2167
1893-04-07,france,0.3107
1893-04-07,russia,1.2796
1893-04-14,france,0.3521
1893-04-14,russia,1.2831
1893-04-21,france,0.3431
1893-04-21,russia,1.2782
1893-04-28,france,0.3528
1893-04-28,russia,1.2731
1893-05-05,france,0.3094
1893-05-05,russia,1.2626
1893-05-12,france,0.3089
1893-05-12,russia,1.2485
1893-05-19,france,0.2926
1893-05-19,russia,1.2501
1893-05-26,france,0.2886
1893-05-26,russia,1.2521
1893-06-02,france,0.2764
1893-06-02,russia,1.2272
1893-06-09,france,0.273
1893-06-09,russia,1.2108
1893-06-16,france,0.2637
1893-06-16,russia,1.2108
1893-06-23,france,0.2991
1893-06-23,russia,1.2073
1893-06-30,france,0.2921
1893-06-30,russia,1.2052
1893-07-07,france,0.2889
1893-07-07,russia,1.2524
1893-07-14,france,0.2991
1893-07-14,russia,1.2544
1893-07-21,france,0.2854
1893-07-21,russia,1.261
1893-07-28,france,0.2917
1893-07-28,russia,1.2489
1893-08-04,france,0.2469
1893-08-04,russia,1.2485
1893-08-11,france,0.2234
1893-08-11,russia,1.2039
1893-08-18,france,0.2148
1893-08-18,russia,1.2075
1893-08-25,france,0.2088
1893-08-25,russia,1.2032
1893-09-01,france,0.1926
1893-09-01,russia,1.1425
1893-09-08,france,0.1887
1893-09-08,russia,1.1461
1893-09-15,france,0.213
1893-09-15,russia,1.1605
1893-09-22,france,0.249
1893-09-22,russia,1.191
1893-09-29,france,0.2467
1893-09-29,russia,1.191
1893-10-06,france,0.2599
1893-10-06,russia,1.2414
1893-10-13,france,0.2518
1893-10-13,russia,1.2146
1893-10-20,france,0.2521
1893-10-20,russia,1.2211
1893-10-27,france,0.245
1893-10-27,russia,1.2039
1893-11-03,france,0.2473
1893-11-03,russia,1.214
1893-11-10,france,0.2267
1893-11-10,russia,1.191
1893-11-17,france,0.2318
1893-11-17,russia,1.1748
1893-11-24,france,0.2427
1893-11-24,russia,1.1721
1893-12-01,france,0.2216
1893-12-01,russia,1.1578
1893-12-08,france,0.2145
1893-12-08,russia,1.1507
1893-12-15,france,0.2313
1893-12-15,russia,1.191
1893-12-22,france,0.2472
1893-12-22,russia,1.1776
1893-12-29,france,0.2656
1893-12-29,russia,1.1882
1894-01-05,france,0.2745
1894-01-05,russia,1.2187
1894-01-12,france,0.2768
1894-01-12,russia,1.2187
1894-01-19,france,0.2764
1894-01-19,russia,1.2023
1894-01-26,france,0.3094
1894-01-26,russia,1.2023
1894-02-02,france,0.3023
1894-02-02,russia,1.2023
1894-02-09,france,0.2924
1894-02-09,russia,1.2029
1894-02-16,france,0.2838
1894-02-16,russia,1.2
1894-02-23,france,0.2849
1894-02-23,russia,1.2104
1894-03-02,france,0.2478
1894-03-02,russia,1.1833
1894-03-09,france,0.2726
1894-03-09,russia,1.1771
1894-03-16,france,0.2597
1894-03-16,russia,1.2035
1894-03-23,france,0.2643
1894-03-23,russia,1.1937
1894-03-30,france,0.2662
1894-03-30,russia,1.1874
1894-04-06,france,0.2807
1894-04-06,russia,1.2335
1894-04-13,france,0.2769
1894-04-13,russia,1.2335
1894-04-20,france,0.2689
1894-04-20,russia,1.237
1894-04-27,france,0.2629
1894-04-27,russia,1.2173
1894-05-04,france,0.2509
1894-05-04,russia,1.2173
1894-05-11,france,0.2404
1894-05-11,russia,1.1977
1894-05-18,france,0.2388
1894-05-18,russia,1.1983
1894-05-25,france,0.2594
1894-05-25,russia,1.2055
1894-06-01,france,0.2612
1894-06-01,russia,1.2118
1894-06-08,france,0.2616
1894-06-08,russia,1.2055
1894-06-15,france,0.265
1894-06-15,russia,1.2089
1894-06-22,france,0.2779
1894-06-22,russia,1.2122
1894-06-29,france,0.2746
1894-06-29,russia,1.1993
1894-07-06,france,0.2702
1894-07-06,russia,1.2349
1894-07-13,france,0.2753
1894-07-13,russia,1.2415
1894-07-20,france,0.261
1894-07-20,russia,1.2285
1894-07-27,france,0.2482
1894-07-27,russia,1.2446
1894-08-03,france,0.2415
1894-08-03,russia,1.2545
1894-08-10,france,0.2411
1894-08-10,russia,1.2481
1894-08-24,france,0.2187
1894-08-24,russia,1.245
1894-08-24,germany,0.5396
1894-08-31,france,0.2117
1894-08-31,russia,1.2452
1894-08-31,germany,0.4815
1894-09-07,france,0.1948
1894-09-07,russia,1.21
1894-09-07,germany,0.475
1894-09-14,france,0.1851
1894-09-14,russia,1.1818
1894-09-14,germany,0.4421
1894-09-21,france,0.2194
1894-09-21,russia,1.1973
1894-09-21,germany,0.4552
1894-09-28,france,0.2251
1894-09-28,russia,1.2255
1894-09-28,germany,0.4453
1894-10-05,france,0.221
1894-10-05,russia,1.3413
1894-10-05,germany,0.5164
1894-10-12,france,0.2414
1894-10-12,russia,1.3073
1894-10-12,germany,0.5059
1894-10-19,france,0.2543
1894-10-19,russia,1.3516
1894-10-19,germany,0.5164
1894-10-26,france,0.2607
1894-10-26,russia,1.3207
1894-10-26,germany,0.5264
1894-11-02,france,0.2567
1894-11-02,russia,1.2939
1894-11-02,germany,0.4954
1894-11-09,france,0.2375
1894-11-09,russia,1.2677
1894-11-09,germany,0.5086
1894-11-16,france,0.2555
1894-11-16,russia,1.2421
1894-11-16,germany,0.5216
1894-11-23,france,0.2821
1894-11-23,russia,1.239
1894-11-23,germany,0.5281
1894-11-30,france,0.2856
1894-11-30,russia,1.2077
1894-11-30,germany,0.5009
1894-12-07,france,0.2619
1894-12-07,russia,1.1948
1894-12-07,germany,0.488
1894-12-14,france,0.2691
1894-12-14,russia,1.2107
1894-12-14,germany,0.5112
1894-12-21,france,0.294
1894-12-21,russia,1.2139
1894-12-21,germany,0.5144
1894-12-28,france,0.2921
1894-12-28,russia,1.2077
1894-12-28,germany,0.5092
1895-01-04,france,0.3078
1895-01-04,russia,1.2582
1895-01-04,germany,0.4808
1895-01-11,france,0.307
1895-01-11,russia,1.274
1895-01-11,germany,0.4966
1895-01-18,france,0.3178
1895-01-18,russia,1.2644
1895-01-18,germany,0.4898
1895-01-25,france,0.3238
1895-01-25,russia,1.2675
1895-01-25,germany,0.4941
1895-02-01,france,0.2805
1895-02-01,russia,1.2299
1895-02-01,germany,0.4486
1895-02-08,france,0.2733
1895-02-08,russia,1.2238
1895-02-08,germany,0.4612
1895-02-15,france,0.2708
1895-02-15,russia,1.227
1895-02-15,germany,0.4643
1895-02-22,france,0.2771
1895-02-22,russia,1.2177
1895-02-22,germany,0.4406
1895-03-01,france,0.2751
1895-03-01,russia,1.2114
1895-03-01,germany,0.4265
1895-03-08,france,0.2677
1895-03-08,russia,1.2301
1895-03-08,germany,0.4359
1895-03-15,france,0.2733
1895-03-15,russia,1.2238
1895-03-15,germany,0.4296
1895-03-22,france,0.2821
1895-03-22,russia,1.2363
1895-03-22,germany,0.4328
1895-03-29,france,0.2944
1895-03-29,russia,1.2488
1895-03-29,germany,0.4438
1895-04-05,france,0.2852
1895-04-05,russia,1.2867
1895-04-05,germany,0.4835
1895-04-12,france,0.3012
1895-04-12,russia,1.2992
1895-04-12,germany,0.496
1895-04-19,france,0.3086
1895-04-19,russia,1.3023
1895-04-19,germany,0.4991
1895-04-26,france,0.3259
1895-04-26,russia,1.3246
1895-04-26,germany,0.5022
1895-05-03,france,0.3335
1895-05-03,russia,1.3211
1895-05-03,germany,0.5083
1895-05-10,france,0.3301
1895-05-10,russia,1.2953
1895-05-10,germany,0.5045
1895-05-17,france,0.3285
1895-05-17,russia,1.2925
1895-05-17,germany,0.4923
1895-05-24,france,0.3443
1895-05-24,russia,1.2953
1895-05-24,germany,0.4887
1895-05-31,france,0.3423
1895-05-31,russia,1.2889
1895-05-31,germany,0.4917
1895-06-07,france,0.3365
1895-06-07,russia,1.2765
1895-06-07,germany,0.4887
1895-06-14,france,0.3383
1895-06-14,russia,1.2919
1895-06-14,germany,0.4635
1895-06-21,france,0.3533
1895-06-21,russia,1.2733
1895-06-21,germany,0.4635
1895-06-28,france,0.3902
1895-06-28,russia,1.2943
1895-06-28,germany,0.4692
1895-07-05,france,0.3714
1895-07-05,russia,1.3224
1895-07-05,germany,0.4692
1895-07-12,france,0.3825
1895-07-12,russia,1.3407
1895-07-12,germany,0.4629
1895-07-19,france,0.3773
1895-07-19,russia,1.3443
1895-07-19,germany,0.4569
1895-07-26,france,0.3726
1895-07-26,russia,1.3449
1895-07-26,germany,0.4632
1895-08-02,france,0.3735
1895-08-02,russia,1.3383
1895-08-02,germany,0.451
1895-08-09,france,0.3662
1895-08-09,russia,1.3449
1895-08-09,germany,0.448
1895-08-16,france,0.37
1895-08-16,russia,1.3509
1895-08-16,germany,0.454
1895-08-23,france,0.3847
1895-08-23,russia,1.3502
1895-08-23,germany,0.4629
1895-08-30,france,0.3913
1895-08-30,russia,1.3561
1895-08-30,germany,0.4537
1895-09-06,france,0.3823
1895-09-06,russia,1.3443
1895-09-06,germany,0.4419
1895-09-13,france,0.389
1895-09-13,russia,1.3437
1895-09-13,germany,0.4508
1895-09-20,france,0.4203
1895-09-20,russia,1.3407
1895-09-20,germany,0.4478
1895-09-27,france,0.4299
1895-09-27,russia,1.3437
1895-09-27,germany,0.4658
1895-10-04,france,0.4336
1895-10-04,russia,1.3887
1895-10-04,germany,0.4935
1895-10-11,france,0.4247
1895-10-11,russia,1.3954
1895-10-11,germany,0.4905
1895-10-18,france,0.4307
1895-10-18,russia,1.4121
1895-10-18,germany,0.5188
1895-10-25,france,0.4255
1895-10-25,russia,1.3925
1895-10-25,germany,0.5188
1895-11-01,france,0.4404
1895-11-01,russia,1.4199
1895-11-01,germany,0.5068
1895-11-08,france,0.3943
1895-11-08,russia,1.3896
1895-11-08,germany,0.4765
1895-11-15,france,0.409
1895-11-15,russia,1.3941
1895-11-15,germany,0.5167
1895-11-22,france,0.3945
1895-11-22,russia,1.3987
1895-11-22,germany,0.4856
1895-11-29,france,0.4084
1895-11-29,russia,1.4031
1895-11-29,germany,0.5098
1895-12-06,france,0.3736
1895-12-06,russia,1.3813
1895-12-06,germany,0.4821
1895-12-13,france,0.3892
1895-12-13,russia,1.3903
1895-12-13,germany,0.4756
1895-12-20,france,0.4007
1895-12-20,russia,1.3685
1895-12-20,germany,0.4635
1895-12-27,france,0.4173
1895-12-27,russia,1.3865
1895-12-27,germany,0.4816
1896-01-03,france,0.3612
1896-01-03,russia,1.3926
1896-01-03,germany,0.4483
1896-01-10,france,0.4006
1896-01-10,russia,1.3919
1896-01-10,germany,0.473
1896-01-17,france,0.3968
1896-01-17,russia,1.3731
1896-01-17,germany,0.4875
1896-01-24,france,0.3875
1896-01-24,russia,1.3407
1896-01-24,germany,0.4935
1896-01-31,france,0.3906
1896-01-31,russia,1.3401
1896-01-31,germany,0.487
1896-02-07,france,0.3757
1896-02-07,russia,1.3243
1896-02-07,germany,0.4899
1896-02-14,france,0.3766
1896-02-14,russia,1.3302
1896-02-14,germany,0.4957
1896-02-21,france,0.414
1896-02-21,russia,1.3433
1896-02-21,germany,0.5275
1896-02-28,france,0.4211
1896-02-28,russia,1.3369
1896-02-28,germany,0.5151
1896-03-06,france,0.3997
1896-03-06,russia,1.3198
1896-03-06,germany,0.4979
1896-03-13,france,0.4154
1896-03-13,russia,1.3249
1896-03-13,germany,0.4972
1896-03-20,france,0.4435
1896-03-20,russia,1.3192
1896-03-20,germany,0.5065
1896-03-27,france,0.4492
1896-03-27,russia,1.3341
1896-03-27,germany,0.5122
1896-04-03,france,0.4513
1896-04-03,russia,1.3647
1896-04-03,germany,0.5457
1896-04-10,france,0.4834
1896-04-10,russia,1.3845
1896-04-10,germany,0.5654
1896-04-17,france,0.4977
1896-04-17,russia,1.3853
1896-04-17,germany,0.5848
1896-04-24,france,0.4808
1896-04-24,russia,1.3724
1896-04-24,germany,0.5749
1896-05-01,france,0.4739
1896-05-01,russia,1.3669
1896-05-01,germany,0.5695
1896-05-08,france,0.458
1896-05-08,russia,1.3633
1896-05-08,germany,0.5903
1896-05-15,france,0.4808
1896-05-15,russia,1.386
1896-05-15,germany,0.604
1896-05-22,france,0.4867
1896-05-22,russia,1.3833
1896-05-22,germany,0.6012
1896-05-29,france,0.5175
1896-05-29,russia,1.4048
1896-05-29,germany,0.6228
1896-06-05,france,0.5199
1896-06-05,russia,1.4022
1896-06-05,germany,0.6201
1896-06-12,france,0.5196
1896-06-12,russia,1.3968
1896-06-12,germany,0.5994
1896-06-19,france,0.5352
1896-06-19,russia,1.385
1896-06-19,germany,0.5967
1896-06-26,france,0.5452
1896-06-26,russia,1.3866
1896-06-26,germany,0.6074
1896-07-03,france,0.5403
1896-07-03,russia,1.4286
1896-07-03,germany,0.6127
1896-07-10,france,0.5267
1896-07-10,russia,1.4259
1896-07-10,germany,0.5948
1896-07-17,france,0.5253
1896-07-17,russia,1.4259
1896-07-17,germany,0.5948
1896-07-24,france,0.5274
1896-07-24,russia,1.4259
1896-07-24,germany,0.5948
1896-07-31,france,0.5354
1896-07-31,russia,1.4259
1896-07-31,germany,0.5948
1896-08-07,france,0.5057
1896-08-07,russia,1.4087
1896-08-07,germany,0.5868
1896-08-14,france,0.4929
1896-08-14,russia,1.4087
1896-08-14,germany,0.5868
1896-08-21,france,0.4929
1896-08-21,russia,1.3995
1896-08-21,germany,0.5717
1896-08-28,france,0.4891
1896-08-28,russia,1.3823
1896-08-28,germany,0.534
1896-09-04,france,0.4646
1896-09-04,russia,1.3651
1896-09-04,germany,0.5259
1896-09-11,france,0.4379
1896-09-11,russia,1.3348
1896-09-11,germany,0.5253
1896-09-18,france,0.4462
1896-09-18,russia,1.3278
1896-09-18,germany,0.5
1896-09-25,france,0.4298
1896-09-25,russia,1.3255
1896-09-25,germany,0.4886
1896-10-02,france,0.4548
1896-10-02,russia,1.3892
1896-10-02,germany,0.536
1896-10-09,france,0.4428
1896-10-09,russia,1.391
1896-10-09,germany,0.5189
1896-10-16,france,0.4196
1896-10-16,russia,1.3716
1896-10-16,germany,0.5208
1896-10-23,france,0.4167
1896-10-23,russia,1.365
1896-10-23,germany,0.5553
1896-10-30,france,0.4146
1896-10-30,russia,1.3584
1896-10-30,germany,0.5582
1896-11-06,france,0.4161
1896-11-06,russia,1.3721
1896-11-06,germany,0.5655
1896-11-13,france,0.436
1896-11-13,russia,1.376
1896-11-13,germany,0.5882
1896-11-20,france,0.4367
1896-11-20,russia,1.3695
1896-11-20,germany,0.591
1896-11-27,france,0.4631
1896-11-27,russia,1.3853
1896-11-27,germany,0.6161
1896-12-04,france,0.442
1896-12-04,russia,1.3733
1896-12-04,germany,0.6133
1896-12-11,france,0.4434
1896-12-11,russia,1.3706
1896-12-11,germany,0.6106
1896-12-18,france,0.4474
1896-12-18,russia,1.3603
1896-12-18,germany,0.591
1896-12-25,france,0.4508
1896-12-25,russia,1.3687
1896-12-25,germany,0.5994
1897-01-01,france,0.4696
1897-01-01,russia,1.3853
1897-01-01,germany,0.5695
1897-01-08,france,0.4674
1897-01-08,russia,1.4132
1897-01-08,germany,0.5848
1897-01-15,france,0.4749
1897-01-15,russia,1.4215
1897-01-15,germany,0.5931
1897-01-22,france,0.4822
1897-01-22,russia,1.4371
1897-01-22,germany,0.6195
1897-01-29,france,0.4813
1897-01-29,russia,1.4331
1897-01-29,germany,0.6249
1897-02-05,france,0.4774
1897-02-05,russia,1.4291
1897-02-05,germany,0.6303
1897-02-12,france,0.4867
1897-02-12,russia,1.4438
1897-02-12,germany,0.6168
1897-02-19,france,0.4723
1897-02-19,russia,1.4396
1897-02-19,germany,0.6188
1897-02-26,france,0.4834
1897-02-26,russia,1.4709
1897-02-26,germany,0.6406
1897-03-05,france,0.45
1897-03-05,russia,1.4421
1897-03-05,germany,0.6022
1897-03-12,france,0.4642
1897-03-12,russia,1.4451
1897-03-12,germany,0.6243
1897-03-19,france,0.4772
1897-03-19,russia,1.4141
1897-03-19,germany,0.6216
1897-03-26,france,0.4728
1897-03-26,russia,1.4262
1897-03-26,germany,0.6243
1897-04-02,france,0.4743
1897-04-02,russia,1.4614
1897-04-02,germany,0.6535
1897-04-09,france,0.48
1897-04-09,russia,1.4492
1897-04-09,germany,0.6698
1897-04-16,france,0.4749
1897-04-16,russia,1.4356
1897-04-16,germany,0.6402
1897-04-23,france,0.4785
1897-04-23,russia,1.4451
1897-04-23,germany,0.6402
1897-04-30,france,0.4676
1897-04-30,russia,1.4222
1897-04-30,germany,0.6456
1897-05-07,france,0.4762
1897-05-07,russia,1.4358
1897-05-07,germany,0.6592
1897-05-14,france,0.4799
1897-05-14,russia,1.4279
1897-05-14,germany,0.6699
1897-05-21,france,0.4824
1897-05-21,russia,1.424
1897-05-21,germany,0.6752
1897-05-28,france,0.4783
1897-05-28,russia,1.4213
1897-05-28,germany,0.6725
1897-06-04,france,0.4448
1897-06-04,russia,1.4079
1897-06-04,germany,0.6433
1897-06-11,france,0.4516
1897-06-11,russia,1.4106
1897-06-11,germany,0.646
1897-06-18,france,0.4698
1897-06-18,russia,1.3987
1897-06-18,germany,0.6433
1897-06-25,france,0.4621
1897-06-25,russia,1.4033
1897-06-25,germany,0.6433
1897-07-02,france,0.4483
1897-07-02,russia,1.4331
1897-07-02,germany,0.6406
1897-07-09,france,0.4434
1897-07-09,russia,1.4331
1897-07-09,germany,0.6406
1897-07-16,france,0.4392
1897-07-16,russia,1.4452
1897-07-16,germany,0.6433
1897-07-23,france,0.4276
1897-07-23,russia,1.4358
