date,series,value
1871-07-01,germany,3.5
1871-07-01,russia,8.0
1871-07-08,austria_hungary,5.0
1871-07-08,dutch,3.25
1871-07-08,germany,3.5
1871-07-08,russia,8.0
1871-07-15,austria_hungary,5.0
1871-07-15,dutch,3.25
1871-07-15,germany,3.5
1871-07-15,russia,8.0
1871-07-22,austria_hungary,5.0
1871-07-22,dutch,3.25
1871-07-22,germany,3.5
1871-07-22,russia,6.0
1871-07-29,austria_hungary,5.0
1871-07-29,dutch,3.25
1871-07-29,germany,3.5
1871-07-29,russia,6.0
1871-08-05,austria_hungary,5.0
1871-08-05,dutch,3.25
1871-08-05,germany,3.25
1871-08-05,russia,6.0
1871-08-12,austria_hungary,5.0
1871-08-12,dutch,3.25
1871-08-12,germany,3.25
1871-08-12,russia,6.0
1871-08-19,austria_hungary,5.0
1871-08-19,dutch,2.75
1871-08-19,germany,3.25
1871-08-19,russia,6.0
1871-08-26,austria_hungary,5.0
1871-08-26,dutch,2.75
1871-08-26,france,5.0
1871-08-26,germany,3.5
1871-08-26,russia,6.0
1871-09-02,austria_hungary,5.0
1871-09-02,dutch,2.75
1871-09-02,france,5.0
1871-09-02,germany,3.5
1871-09-02,russia,6.0
1871-09-09,austria_hungary,5.0
1871-09-09,dutch,2.75
1871-09-09,france,5.0
1871-09-09,germany,3.5
1871-09-09,russia,6.0
1871-09-16,austria_hungary,5.0
1871-09-16,dutch,2.75
1871-09-16,france,4.5
1871-09-16,germany,3.25
1871-09-16,russia,6.0
1871-09-23,austria_hungary,5.0
1871-09-23,dutch,2.75
1871-09-23,france,4.5
1871-09-23,germany,3.5
1871-09-23,russia,8.0
1871-09-30,austria_hungary,5.0
1871-09-30,dutch,2.75
1871-09-30,france,4.5
1871-09-30,germany,3.5
1871-09-30,russia,8.0
1871-10-07,austria_hungary,6.5
1871-10-07,dutch,3.0
1871-10-07,france,5.0
1871-10-07,germany,4.0
1871-10-07,russia,6.0
1871-10-14,austria_hungary,6.5
1871-10-14,dutch,3.25
1871-10-14,france,5.0
1871-10-14,germany,4.0
1871-10-14,russia,6.0
1871-10-21,austria_hungary,6.25
1871-10-21,dutch,2.75
1871-10-21,france,5.0
1871-10-21,germany,3.625
1871-10-21,russia,6.0
1871-10-28,austria_hungary,6.5
1871-10-28,dutch,2.75
1871-10-28,france,5.0
1871-10-28,germany,3.5
1871-10-28,russia,6.0
1871-11-04,austria_hungary,6.5
1871-11-04,dutch,2.75
1871-11-04,france,5.0
1871-11-04,germany,3.5
1871-11-04,russia,6.0
1871-11-11,austria_hungary,6.5
1871-11-11,dutch,2.75
1871-11-11,france,5.5
1871-11-11,germany,3.5
1871-11-11,russia,6.0
1871-11-18,austria_hungary,6.5
1871-11-18,dutch,2.875
1871-11-18,france,5.5
1871-11-18,germany,3.75
1871-11-18,russia,8.0
1871-11-25,austria_hungary,6.25
1871-11-25,dutch,2.75
1871-11-25,france,5.5
1871-11-25,germany,4.0
1871-11-25,russia,8.0
1871-12-02,austria_hungary,6.5
1871-12-02,dutch,2.5
1871-12-02,france,5.5
1871-12-02,germany,3.75
1871-12-02,russia,8.0
1871-12-09,austria_hungary,6.0
1871-12-09,dutch,2.75
1871-12-09,france,5.5
1871-12-09,germany,3.5
1871-12-09,russia,6.0
1871-12-16,austria_hungary,6.0
1871-12-16,dutch,2.625
1871-12-16,germany,3.5
1871-12-16,russia,6.0
1871-12-23,austria_hungary,6.0
1871-12-23,dutch,2.75
1871-12-23,germany,3.5
1871-12-23,russia,6.0
1871-12-30,austria_hungary,6.0
1871-12-30,dutch,2.5
1871-12-30,germany,3.5
1871-12-30,russia,6.0
1872-01-06,austria_hungary,6.0
1872-01-06,dutch,2.5
1872-01-06,france,5.0
1872-01-06,germany,3.25
1872-01-06,russia,6.0
1872-01-13,austria_hungary,6.0
1872-01-13,dutch,2.5
1872-01-13,france,5.0
1872-01-13,germany,3.25
1872-01-13,russia,6.0
1872-01-20,austria_hungary,6.0
1872-01-20,dutch,3.0
1872-01-20,france,5.0
1872-01-20,germany,3.5
1872-01-20,russia,6.0
1872-01-27,austria_hungary,6.0
1872-01-27,dutch,3.25
1872-01-27,france,5.0
1872-01-27,germany,3.5
1872-01-27,russia,6.0
1872-02-03,austria_hungary,5.0
1872-02-03,dutch,2.5
1872-02-03,germany,3.75
1872-02-03,russia,7.0
1872-02-10,austria_hungary,5.0
1872-02-10,dutch,2.75
1872-02-10,france,5.0
1872-02-10,germany,3.5
1872-02-10,russia,7.0
1872-02-17,austria_hungary,5.0
1872-02-17,dutch,2.75
1872-02-17,france,5.5
1872-02-17,germany,3.5
1872-02-17,russia,7.0
1872-02-24,austria_hungary,5.5
1872-02-24,dutch,2.5
1872-02-24,france,5.25
1872-02-24,germany,3.5
1872-02-24,russia,7.0
1872-03-02,austria_hungary,5.5
1872-03-02,dutch,2.75
1872-03-02,france,5.0
1872-03-02,germany,3.5
1872-03-02,russia,7.0
1872-03-09,austria_hungary,5.0
1872-03-09,dutch,2.75
1872-03-09,france,5.0
1872-03-09,germany,3.5
1872-03-09,russia,7.0
1872-03-16,austria_hungary,5.0
1872-03-16,dutch,2.75
1872-03-16,france,4.5
1872-03-16,germany,3.5
1872-03-16,russia,7.0
1872-03-23,austria_hungary,5.0
1872-03-23,dutch,2.75
1872-03-23,france,5.0
1872-03-23,germany,3.5
1872-03-23,russia,7.0
1872-03-30,austria_hungary,5.0
1872-03-30,dutch,2.75
1872-03-30,france,4.5
1872-03-30,germany,3.5
1872-03-30,russia,7.0
1872-04-06,austria_hungary,5.0
1872-04-06,dutch,2.75
1872-04-06,france,4.625
1872-04-06,germany,3.625
1872-04-06,russia,7.0
1872-04-13,austria_hungary,5.0
1872-04-13,dutch,2.75
1872-04-13,france,4.75
1872-04-13,germany,3.75
1872-04-13,russia,7.0
1872-04-20,austria_hungary,5.0
1872-04-20,dutch,2.75
1872-04-20,france,4.75
1872-04-20,germany,3.75
1872-04-20,russia,7.0
1872-04-27,austria_hungary,5.0
1872-04-27,dutch,2.75
1872-04-27,france,4.75
1872-04-27,germany,3.75
1872-04-27,russia,7.0
1872-05-04,austria_hungary,5.0
1872-05-04,dutch,2.75
1872-05-04,france,4.75
1872-05-04,germany,3.75
1872-05-04,russia,7.0
1872-05-11,austria_hungary,5.0
1872-05-11,dutch,2.875
1872-05-11,france,4.75
1872-05-11,germany,3.625
1872-05-11,russia,6.0
1872-05-18,austria_hungary,5.0
1872-05-18,dutch,2.75
1872-05-18,france,4.75
1872-05-18,germany,3.5
1872-05-18,russia,6.0
1872-05-25,austria_hungary,5.0
1872-05-25,dutch,2.75
1872-05-25,france,4.75
1872-05-25,germany,3.5
1872-05-25,russia,6.0
1872-06-01,austria_hungary,5.0
1872-06-01,dutch,2.625
1872-06-01,france,4.75
1872-06-01,germany,3.625
1872-06-01,russia,6.0
1872-06-08,austria_hungary,5.0
1872-06-08,dutch,2.25
1872-06-08,france,4.5
1872-06-08,germany,3.5
1872-06-08,russia,6.0
1872-06-15,austria_hungary,5.0
1872-06-15,dutch,2.25
1872-06-15,france,4.5
1872-06-15,germany,3.5
1872-06-15,russia,6.0
1872-06-22,austria_hungary,5.0
1872-06-22,dutch,2.25
1872-06-22,france,4.25
1872-06-22,germany,3.5
1872-06-22,russia,5.0
1872-06-29,austria_hungary,5.0
1872-06-29,dutch,2.25
1872-06-29,france,4.25
1872-06-29,germany,3.625
1872-06-29,russia,6.0
1872-07-06,austria_hungary,5.0
1872-07-06,dutch,2.25
1872-07-06,france,4.25
1872-07-06,germany,3.625
1872-07-06,russia,6.0
1872-07-13,austria_hungary,6.0
1872-07-13,dutch,2.25
1872-07-13,france,4.25
1872-07-13,germany,3.625
1872-07-13,russia,6.0
1872-07-20,austria_hungary,6.0
1872-07-20,dutch,2.25
1872-07-20,france,4.25
1872-07-20,germany,3.625
1872-07-20,russia,6.0
1872-07-27,austria_hungary,6.0
1872-07-27,dutch,2.25
1872-07-27,france,4.25
1872-07-27,germany,3.625
1872-07-27,russia,6.0
1872-08-03,austria_hungary,6.0
1872-08-03,dutch,2.25
1872-08-03,france,4.25
1872-08-03,germany,3.625
1872-08-03,russia,6.0
1872-08-10,austria_hungary,6.0
1872-08-10,dutch,2.25
1872-08-10,france,4.25
1872-08-10,germany,3.625
1872-08-10,russia,6.0
1872-08-17,austria_hungary,6.0
1872-08-17,dutch,2.25
1872-08-17,france,4.25
1872-08-17,germany,3.625
1872-08-17,russia,6.0
1872-08-24,austria_hungary,6.0
1872-08-24,dutch,2.25
1872-08-24,france,4.25
1872-08-24,germany,3.625
1872-08-24,russia,6.0
1872-08-31,austria_hungary,6.0
1872-08-31,dutch,2.25
1872-08-31,france,4.25
1872-08-31,germany,3.625
1872-08-31,russia,6.0
1872-09-07,austria_hungary,6.0
1872-09-07,dutch,2.25
1872-09-07,france,4.25
1872-09-07,germany,4.0
1872-09-07,russia,6.0
1872-09-14,austria_hungary,6.0
1872-09-14,dutch,2.25
1872-09-14,france,4.75
1872-09-14,germany,4.0
1872-09-14,russia,6.0
1872-09-21,austria_hungary,6.0
1872-09-21,dutch,2.5
1872-09-21,france,4.75
1872-09-21,germany,5.0
1872-09-21,russia,6.0
1872-09-28,austria_hungary,6.0
1872-09-28,dutch,2.5
1872-09-28,france,4.75
1872-09-28,germany,5.0
1872-09-28,russia,6.0
1872-10-05,austria_hungary,6.0
1872-10-05,dutch,3.5
1872-10-05,france,4.75
1872-10-05,germany,4.0
1872-10-05,russia,6.0
1872-10-12,austria_hungary,6.0
1872-10-12,dutch,3.5
1872-10-12,france,4.75
1872-10-12,germany,4.625
1872-10-12,russia,6.0
1872-10-19,austria_hungary,6.0
1872-10-19,dutch,4.0
1872-10-19,france,4.75
1872-10-19,germany,4.5
1872-10-19,russia,6.0
1872-10-26,austria_hungary,6.0
1872-10-26,dutch,4.0
1872-10-26,france,4.75
1872-10-26,germany,4.25
1872-10-26,russia,6.5
1872-11-02,austria_hungary,6.0
1872-11-02,dutch,4.0
1872-11-02,france,4.75
1872-11-02,germany,4.5
1872-11-02,russia,6.5
1872-11-09,austria_hungary,6.0
1872-11-09,dutch,4.5
1872-11-09,france,5.0
1872-11-09,germany,5.0
1872-11-09,russia,6.5
1872-11-16,austria_hungary,6.0
1872-11-16,dutch,5.0
1872-11-16,france,5.0
1872-11-16,germany,5.0
1872-11-16,russia,6.5
1872-11-23,austria_hungary,6.0
1872-11-23,dutch,4.5
1872-11-23,france,5.0
1872-11-23,germany,4.75
1872-11-23,russia,6.5
1872-11-30,austria_hungary,6.0
1872-11-30,dutch,4.5
1872-11-30,france,5.0
1872-11-30,germany,4.75
1872-11-30,russia,6.5
1872-12-07,austria_hungary,6.0
1872-12-07,dutch,4.5
1872-12-07,france,5.0
1872-12-07,germany,4.75
1872-12-07,russia,6.5
1872-12-14,austria_hungary,6.0
1872-12-14,dutch,4.5
1872-12-14,france,5.0
1872-12-14,germany,4.75
1872-12-14,russia,7.0
1872-12-21,austria_hungary,6.0
1872-12-21,dutch,5.0
1872-12-21,france,5.0
1872-12-21,germany,4.75
1872-12-21,russia,7.0
1872-12-28,austria_hungary,6.0
1872-12-28,dutch,5.0
1872-12-28,france,5.0
1872-12-28,germany,4.875
1872-12-28,russia,7.0
1873-01-04,austria_hungary,6.0
1873-01-04,dutch,5.0
1873-01-04,france,5.0
1873-01-04,germany,4.875
1873-01-04,russia,7.0
1873-01-11,austria_hungary,6.0
1873-01-11,dutch,5.0
1873-01-11,france,5.0
1873-01-11,germany,4.5
1873-01-11,russia,7.0
1873-01-18,austria_hungary,6.0
1873-01-18,dutch,5.0
1873-01-18,france,5.0
1873-01-18,germany,3.875
1873-01-18,russia,7.0
1873-01-25,austria_hungary,6.0
1873-01-25,dutch,5.0
1873-01-25,france,5.0
1873-01-25,germany,3.5
1873-01-25,russia,7.0
1873-02-01,austria_hungary,6.0
1873-02-01,dutch,5.0
1873-02-01,france,5.0
1873-02-01,germany,3.5
1873-02-01,russia,7.0
1873-02-08,austria_hungary,6.0
1873-02-08,dutch,4.5
1873-02-08,france,5.0
1873-02-08,germany,3.0
1873-02-08,russia,7.0
1873-02-15,austria_hungary,6.0
1873-02-15,dutch,4.0
1873-02-15,france,5.0
1873-02-15,germany,3.0
1873-02-15,russia,7.0
1873-02-22,austria_hungary,6.0
1873-02-22,dutch,4.0
1873-02-22,france,5.0
1873-02-22,germany,3.0
1873-02-22,russia,6.5
1873-03-01,austria_hungary,6.0
1873-03-01,dutch,4.0
1873-03-01,france,5.0
1873-03-01,germany,3.0
1873-03-01,russia,6.5
1873-03-08,austria_hungary,6.0
1873-03-08,dutch,4.0
1873-03-08,france,5.0
1873-03-08,germany,3.75
1873-03-08,russia,6.5
1873-03-15,austria_hungary,6.0
1873-03-15,dutch,4.0
1873-03-15,france,5.0
1873-03-15,germany,3.75
1873-03-15,russia,6.5
1873-03-22,austria_hungary,5.0
1873-03-22,dutch,4.0
1873-03-22,france,5.0
1873-03-22,germany,4.0
1873-03-22,russia,6.5
1873-03-29,austria_hungary,5.0
1873-03-29,dutch,4.0
1873-03-29,france,5.0
1873-03-29,germany,4.0
1873-03-29,russia,6.5
1873-04-05,austria_hungary,5.0
1873-04-05,dutch,4.0
1873-04-05,france,5.0
1873-04-05,germany,5.0
1873-04-05,russia,6.0
1873-04-12,austria_hungary,5.0
1873-04-12,dutch,4.0
1873-04-12,france,5.0
1873-04-12,germany,5.0
1873-04-12,russia,6.0
1873-04-19,austria_hungary,5.0
1873-04-19,dutch,4.0
1873-04-19,france,5.0
1873-04-19,germany,5.0
1873-04-19,russia,5.5
1873-04-26,austria_hungary,5.0
1873-04-26,dutch,4.0
1873-04-26,france,5.0
1873-04-26,germany,5.0
1873-04-26,russia,6.0
1873-05-03,austria_hungary,5.0
1873-05-03,dutch,4.0
1873-05-03,france,5.0
1873-05-03,germany,5.0
1873-05-03,russia,6.0
1873-05-10,austria_hungary,5.0
1873-05-10,dutch,4.5
1873-05-10,france,5.0
1873-05-10,germany,5.75
1873-05-10,russia,5.5
1873-05-17,austria_hungary,5.0
1873-05-17,dutch,4.5
1873-05-17,france,4.75
1873-05-17,germany,5.75
1873-05-17,russia,5.0
1873-05-24,austria_hungary,5.0
1873-05-24,dutch,4.5
1873-05-24,france,4.75
1873-05-24,germany,5.75
1873-05-24,russia,5.0
1873-05-31,austria_hungary,5.0
1873-05-31,dutch,4.5
1873-05-31,france,4.75
1873-05-31,germany,5.75
1873-05-31,russia,4.5
1873-06-07,austria_hungary,6.0
1873-06-07,dutch,4.5
1873-06-07,france,4.75
1873-06-07,germany,5.25
1873-06-07,russia,4.5
1873-06-14,austria_hungary,6.0
1873-06-14,dutch,4.5
1873-06-14,france,4.75
1873-06-14,germany,5.75
1873-06-14,russia,4.5
1873-06-21,austria_hungary,6.0
1873-06-21,dutch,4.5
1873-06-21,france,4.75
1873-06-21,germany,5.75
1873-06-21,russia,4.5
1873-06-28,austria_hungary,6.0
1873-06-28,dutch,4.75
1873-06-28,france,4.75
1873-06-28,germany,5.25
1873-06-28,russia,4.5
1873-07-05,austria_hungary,6.0
1873-07-05,dutch,4.75
1873-07-05,france,4.75
1873-07-05,germany,5.25
1873-07-05,russia,4.5
1873-07-12,austria_hungary,6.0
1873-07-12,dutch,4.75
1873-07-12,france,4.75
1873-07-12,germany,5.25
1873-07-12,russia,4.5
1873-07-19,austria_hungary,5.0
1873-07-19,dutch,4.75
1873-07-19,france,4.75
1873-07-19,germany,5.25
1873-07-19,russia,5.5
1873-07-26,austria_hungary,4.5
1873-07-26,dutch,4.75
1873-07-26,france,4.5
1873-07-26,germany,4.0
1873-07-26,russia,5.5
1873-08-02,austria_hungary,4.5
1873-08-02,dutch,4.75
1873-08-02,france,4.5
1873-08-02,germany,4.0
1873-08-02,russia,6.0
1873-08-09,austria_hungary,4.5
1873-08-09,dutch,4.75
1873-08-09,france,4.5
1873-08-09,germany,4.0
1873-08-09,russia,6.0
1873-08-16,austria_hungary,4.5
1873-08-16,dutch,4.75
1873-08-16,france,4.75
1873-08-16,germany,4.5
1873-08-16,russia,6.0
1873-08-23,austria_hungary,4.5
1873-08-23,dutch,4.75
1873-08-23,france,4.875
1873-08-23,germany,4.25
1873-08-23,russia,6.0
1873-08-30,austria_hungary,4.5
1873-08-30,dutch,4.75
1873-08-30,france,4.875
1873-08-30,germany,3.75
1873-08-30,russia,6.0
1873-09-06,austria_hungary,4.5
1873-09-06,dutch,4.75
1873-09-06,france,4.875
1873-09-06,germany,3.75
1873-09-06,russia,6.0
1873-09-13,austria_hungary,5.0
1873-09-13,dutch,4.75
1873-09-13,france,4.75
1873-09-13,germany,4.0
1873-09-13,russia,6.5
1873-09-20,austria_hungary,5.0
1873-09-20,dutch,4.75
1873-09-20,france,5.0
1873-09-20,germany,4.25
1873-09-20,russia,6.5
1873-09-27,austria_hungary,5.0
1873-09-27,dutch,4.75
1873-09-27,france,5.0
1873-09-27,germany,4.25
1873-09-27,russia,6.5
1873-10-04,austria_hungary,5.0
1873-10-04,dutch,4.75
1873-10-04,france,5.0
1873-10-04,germany,4.25
1873-10-04,russia,6.5
1873-10-11,austria_hungary,5.0
1873-10-11,dutch,5.0
1873-10-11,france,4.75
1873-10-11,germany,4.0
1873-10-11,russia,7.0
1873-10-18,austria_hungary,5.0
1873-10-18,dutch,4.75
1873-10-18,france,5.5
1873-10-18,germany,3.75
1873-10-18,russia,7.0
1873-10-25,austria_hungary,5.0
1873-10-25,dutch,4.75
1873-10-25,france,5.75
1873-10-25,germany,3.75
1873-10-25,russia,7.5
1873-11-01,austria_hungary,5.0
1873-11-01,dutch,4.75
1873-11-01,france,6.0
1873-11-01,germany,4.5
1873-11-01,russia,7.5
1873-11-08,austria_hungary,5.75
1873-11-08,dutch,6.0
1873-11-08,france,6.0
1873-11-08,germany,4.75
1873-11-08,russia,7.5
1873-11-15,austria_hungary,5.0
1873-11-15,dutch,6.25
1873-11-15,france,6.75
1873-11-15,germany,5.0
1873-11-22,austria_hungary,7.5
1873-11-22,dutch,6.25
1873-11-22,france,6.0
1873-11-22,germany,4.75
1873-11-22,russia,7.5
1873-11-29,austria_hungary,7.5
1873-11-29,dutch,5.5
1873-11-29,france,5.0
1873-11-29,germany,4.5
1873-11-29,russia,7.5
1873-12-06,austria_hungary,7.0
1873-12-06,dutch,5.0
1873-12-06,france,4.75
1873-12-06,germany,4.0
1873-12-06,russia,7.0
1873-12-13,austria_hungary,6.5
1873-12-13,dutch,4.75
1873-12-13,france,4.75
1873-12-13,germany,4.0
